institute_id,year,gr_total,gr_AmerInd_AlaskNtv,gr_Asian,gr_AfrAmer,gr_Hispanic,gr_Hi_PacIsland,gr_White,gr_2orMore,gr_unknown,gr_nonresAlien,co_total,co_AmerInd_AlaskNtv,co_Asian,co_AfrAmer,co_Hispanic,co_Hi_PacIsland,co_White,co_2orMore,co_unknown,co_nonresAlien,hr_total,hr_AmerInd_AlaskNtv,hr_Asian,hr_AfrAmer,hr_Hispanic,hr_Hi_PacIsland,hr_White,hr_2orMore,hr_unknown,hr_nonresAlien,e_total,e_AmerInd_AlaskNtv,e_Asian,e_AfrAmer,e_Hispanic,e_Hi_PacIsland,e_White,e_2orMore,e_unknown,e_nonresAlien
237011,2017,1846.0,5.0,134.0,18.0,119.0,5.0,1421.0,142.0,0.0,2.0,2674.0,8.0,186.0,29.0,178.0,6.0,2043.0,217.0,3.0,4.0,984.0,17.0,107.0,34.0,85.0,6.0,1738.0,66.0,51.0,60.0,15915,63,1001,258,1398,28,11416,1330,233,188
237011,2018,1822.0,4.0,106.0,27.0,115.0,4.0,1414.0,143.0,6.0,3.0,2661.0,9.0,164.0,49.0,179.0,6.0,2026.0,214.0,10.0,4.0,981.0,16.0,107.0,32.0,88.0,6.0,1687.0,76.0,76.0,66.0,16121,55,996,260,1495,32,11429,1357,314,183
237011,2019,1882.0,5.0,129.0,29.0,119.0,2.0,1426.0,159.0,6.0,7.0,2764.0,9.0,197.0,39.0,208.0,3.0,2041.0,246.0,12.0,9.0,1016.0,16.0,106.0,33.0,100.0,5.0,1705.0,73.0,93.0,70.0,16142,63,987,257,1617,28,11249,1391,352,198
237011,2020,1866.0,5.0,148.0,26.0,138.0,2.0,1349.0,186.0,8.0,4.0,2763.0,8.0,229.0,46.0,229.0,5.0,1952.0,273.0,14.0,7.0,982.0,14.0,111.0,31.0,110.0,4.0,1646.0,76.0,96.0,66.0,15197,68,966,260,1575,20,10463,1374,343,128
237057,2010,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,13.0,,,,,,,,,,,1555,13,114,21,97,8,1056,61,139,46
237057,2011,308.0,5.0,27.0,9.0,18.0,0.0,197.0,0.0,43.0,9.0,360.0,7.0,32.0,10.0,22.0,0.0,231.0,0.0,48.0,10.0,,,,,,,,,,,1596,13,121,24,100,4,1121,53,121,39
237057,2012,321.0,2.0,37.0,5.0,13.0,0.0,213.0,0.0,40.0,11.0,367.0,2.0,42.0,7.0,17.0,0.0,241.0,0.0,47.0,11.0,,,,,,,,,,,1539,15,120,18,98,3,1104,48,91,42
237057,2013,351.0,2.0,40.0,2.0,20.0,4.0,237.0,0.0,34.0,12.0,400.0,5.0,47.0,3.0,21.0,5.0,269.0,0.0,37.0,13.0,272.0,6.0,35.0,7.0,20.0,1.0,482.0,2.0,19.0,0.0,1541,5,98,19,118,7,1111,67,60,56
237057,2014,350.0,0.0,27.0,5.0,18.0,0.0,241.0,12.0,38.0,9.0,401.0,3.0,30.0,6.0,22.0,0.0,276.0,12.0,43.0,9.0,,,,,,,,,,,1498,5,80,14,117,0,1090,85,49,58
237057,2015,345.0,1.0,25.0,3.0,15.0,2.0,244.0,17.0,30.0,8.0,395.0,2.0,29.0,3.0,24.0,2.0,275.0,18.0,34.0,8.0,267.0,2.0,21.0,7.0,26.0,2.0,471.0,0.0,16.0,24.0,1470,5,72,17,104,0,1053,104,44,71
237057,2016,364.0,5.0,33.0,8.0,28.0,1.0,248.0,12.0,17.0,12.0,415.0,6.0,36.0,9.0,30.0,2.0,283.0,15.0,19.0,15.0,288.0,3.0,31.0,7.0,38.0,1.0,488.0,0.0,19.0,10.0,1493,5,67,21,109,5,1052,101,47,86
237057,2017,351.0,2.0,26.0,2.0,23.0,0.0,270.0,7.0,14.0,7.0,399.0,3.0,29.0,3.0,24.0,0.0,307.0,8.0,17.0,8.0,285.0,3.0,29.0,10.0,46.0,1.0,447.0,0.0,39.0,17.0,1510,8,75,22,107,7,1023,107,58,103
237057,2018,333.0,1.0,20.0,2.0,25.0,0.0,245.0,21.0,10.0,9.0,381.0,1.0,20.0,2.0,28.0,0.0,281.0,25.0,11.0,13.0,278.0,2.0,23.0,10.0,47.0,4.0,448.0,1.0,36.0,15.0,1475,8,85,26,109,9,957,98,64,119
237057,2019,351.0,1.0,13.0,4.0,29.0,0.0,258.0,19.0,10.0,17.0,391.0,2.0,17.0,4.0,34.0,0.0,285.0,21.0,10.0,18.0,286.0,1.0,21.0,12.0,51.0,1.0,465.0,2.0,50.0,14.0,1579,7,97,34,129,8,998,105,62,139
237057,2020,337.0,0.0,18.0,4.0,22.0,0.0,247.0,29.0,5.0,12.0,393.0,0.0,24.0,5.0,28.0,0.0,276.0,32.0,8.0,20.0,254.0,1.0,20.0,12.0,45.0,1.0,398.0,0.0,21.0,15.0,1360,3,96,34,123,6,810,93,57,138
237066,2010,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,,,,,,,,,,,2989,39,75,52,152,11,2437,75,92,56
237066,2011,362.0,5.0,19.0,6.0,11.0,0.0,311.0,0.0,9.0,1.0,451.0,9.0,26.0,7.0,12.0,0.0,383.0,0.0,13.0,1.0,,,,,,,,,,,2506,14,61,42,151,8,2030,88,63,49
237066,2012,356.0,5.0,8.0,6.0,10.0,0.0,311.0,9.0,6.0,1.0,469.0,5.0,12.0,12.0,13.0,0.0,408.0,9.0,9.0,1.0,,,,,,,,,,,2571,17,70,35,186,5,2040,113,48,57
237066,2013,393.0,3.0,12.0,3.0,15.0,0.0,341.0,6.0,11.0,2.0,532.0,4.0,19.0,4.0,21.0,0.0,456.0,7.0,16.0,5.0,302.0,5.0,14.0,12.0,24.0,3.0,574.0,5.0,0.0,2.0,2569,19,70,39,192,11,2029,124,36,49
237066,2014,410.0,3.0,11.0,7.0,16.0,2.0,348.0,7.0,7.0,9.0,545.0,3.0,12.0,11.0,27.0,2.0,458.0,9.0,10.0,13.0,,,,,,,,,,,2654,19,90,51,205,12,2028,133,40,76
237066,2015,416.0,1.0,16.0,7.0,17.0,0.0,357.0,10.0,6.0,2.0,555.0,3.0,28.0,14.0,23.0,1.0,457.0,15.0,8.0,6.0,328.0,5.0,15.0,14.0,27.0,2.0,613.0,0.0,0.0,6.0,2650,18,111,57,198,7,1995,156,33,75
237066,2016,496.0,1.0,12.0,5.0,43.0,2.0,399.0,20.0,7.0,7.0,683.0,4.0,16.0,8.0,63.0,5.0,542.0,26.0,11.0,8.0,309.0,3.0,15.0,13.0,29.0,1.0,572.0,0.0,0.0,2.0,2634,17,113,52,222,6,1945,162,32,85
237066,2017,392.0,2.0,5.0,2.0,21.0,1.0,332.0,17.0,6.0,6.0,523.0,2.0,8.0,4.0,35.0,1.0,422.0,32.0,9.0,10.0,285.0,2.0,12.0,11.0,30.0,1.0,547.0,4.0,0.0,4.0,2627,21,115,53,235,12,1889,172,31,99
237066,2018,494.0,0.0,18.0,8.0,27.0,1.0,393.0,34.0,5.0,8.0,629.0,4.0,23.0,9.0,46.0,1.0,489.0,42.0,6.0,9.0,297.0,6.0,20.0,12.0,33.0,2.0,576.0,0.0,0.0,2.0,2776,20,116,59,274,22,1942,217,30,96
237066,2019,446.0,3.0,14.0,9.0,27.0,2.0,361.0,23.0,1.0,6.0,592.0,5.0,20.0,10.0,42.0,5.0,465.0,34.0,1.0,10.0,302.0,4.0,20.0,15.0,35.0,3.0,574.0,0.0,0.0,1.0,2814,20,124,60,318,32,1874,255,22,109
237066,2020,473.0,3.0,31.0,4.0,40.0,0.0,350.0,27.0,1.0,17.0,614.0,5.0,42.0,10.0,60.0,4.0,437.0,33.0,1.0,22.0,284.0,4.0,23.0,18.0,0.0,2.0,582.0,0.0,0.0,0.0,2756,16,118,64,345,40,1826,239,16,92
377555,2012,83.0,1.0,28.0,5.0,6.0,1.0,35.0,0.0,6.0,1.0,129.0,1.0,43.0,7.0,11.0,1.0,55.0,0.0,10.0,1.0,,,,,,,,,,,4172,29,963,178,310,24,2113,187,123,245
377555,2013,100.0,1.0,37.0,2.0,5.0,0.0,44.0,4.0,6.0,1.0,148.0,2.0,53.0,3.0,10.0,1.0,65.0,4.0,9.0,1.0,253.0,4.0,42.0,12.0,38.0,1.0,316.0,13.0,141.0,7.0,4604,25,1060,226,357,38,2235,243,86,334
377555,2014,151.0,1.0,58.0,0.0,10.0,0.0,66.0,2.0,10.0,4.0,224.0,3.0,87.0,0.0,14.0,1.0,94.0,4.0,13.0,8.0,271.0,4.0,38.0,12.0,37.0,3.0,372.0,14.0,79.0,68.0,4962,21,1217,257,415,44,2267,280,73,388
377555,2015,205.0,0.0,79.0,12.0,17.0,2.0,83.0,0.0,9.0,3.0,294.0,2.0,114.0,16.0,23.0,2.0,120.0,0.0,12.0,5.0,271.0,4.0,46.0,11.0,44.0,3.0,353.0,19.0,74.0,75.0,5277,19,1282,297,461,36,2323,306,77,476
377555,2016,262.0,5.0,103.0,15.0,23.0,2.0,96.0,0.0,12.0,6.0,391.0,8.0,143.0,25.0,36.0,4.0,147.0,0.0,19.0,9.0,323.0,6.0,56.0,12.0,51.0,4.0,405.0,21.0,101.0,81.0,5734,16,1473,343,513,40,2344,328,88,589
377555,2017,334.0,0.0,111.0,12.0,39.0,4.0,127.0,24.0,5.0,12.0,525.0,1.0,155.0,27.0,67.0,7.0,206.0,36.0,7.0,19.0,309.0,4.0,86.0,16.0,61.0,5.0,409.0,20.0,105.0,15.0,5981,16,1544,371,546,35,2402,354,137,576
377555,2018,335.0,1.0,107.0,18.0,37.0,1.0,120.0,30.0,5.0,16.0,538.0,3.0,161.0,25.0,75.0,2.0,185.0,52.0,6.0,29.0,313.0,6.0,93.0,23.0,57.0,6.0,429.0,24.0,93.0,12.0,5970,28,1699,385,562,30,2215,370,113,568
377555,2019,387.0,0.0,142.0,28.0,38.0,8.0,119.0,26.0,5.0,21.0,560.0,2.0,198.0,40.0,60.0,11.0,168.0,40.0,9.0,32.0,317.0,7.0,105.0,28.0,59.0,2.0,414.0,26.0,82.0,15.0,5913,23,1789,403,571,27,2125,355,95,525
377555,2020,393.0,0.0,164.0,23.0,44.0,4.0,121.0,24.0,1.0,12.0,625.0,1.0,230.0,46.0,90.0,7.0,186.0,45.0,5.0,15.0,300.0,7.0,100.0,30.0,59.0,3.0,390.0,28.0,81.0,21.0,6304,20,2007,471,638,23,2190,394,114,447
377564,2012,65.0,1.0,16.0,5.0,4.0,0.0,30.0,1.0,8.0,0.0,151.0,3.0,40.0,16.0,8.0,2.0,57.0,1.0,24.0,0.0,,,,,,,,,,,3919,46,540,280,307,45,2031,192,345,133
377564,2013,87.0,0.0,29.0,4.0,8.0,0.0,38.0,3.0,5.0,0.0,176.0,0.0,51.0,11.0,15.0,2.0,77.0,5.0,15.0,0.0,235.0,4.0,38.0,20.0,27.0,3.0,301.0,14.0,113.0,12.0,4295,51,639,290,381,60,2102,277,293,202
377564,2014,99.0,1.0,19.0,9.0,9.0,1.0,52.0,1.0,7.0,0.0,180.0,2.0,39.0,15.0,18.0,2.0,80.0,1.0,23.0,0.0,249.0,5.0,31.0,25.0,38.0,3.0,359.0,17.0,33.0,57.0,4477,47,718,332,439,64,2096,323,224,234
377564,2015,124.0,2.0,33.0,10.0,13.0,1.0,58.0,0.0,7.0,0.0,198.0,3.0,53.0,16.0,22.0,2.0,90.0,0.0,12.0,0.0,254.0,3.0,33.0,20.0,31.0,4.0,347.0,21.0,43.0,61.0,4599,43,790,333,508,65,2026,363,162,309
377564,2016,125.0,5.0,34.0,6.0,12.0,3.0,59.0,0.0,6.0,0.0,208.0,10.0,48.0,19.0,23.0,7.0,94.0,0.0,7.0,0.0,288.0,3.0,36.0,24.0,33.0,4.0,380.0,26.0,56.0,70.0,4987,35,898,367,635,64,2146,411,111,320
377564,2017,128.0,3.0,35.0,5.0,15.0,0.0,47.0,18.0,5.0,0.0,219.0,5.0,52.0,10.0,29.0,1.0,84.0,28.0,9.0,1.0,281.0,3.0,59.0,24.0,35.0,4.0,394.0,25.0,73.0,15.0,5162,38,915,434,718,63,2180,429,97,288
377564,2018,189.0,1.0,52.0,10.0,23.0,1.0,36.0,6.0,56.0,4.0,325.0,3.0,85.0,15.0,36.0,7.0,61.0,8.0,102.0,8.0,307.0,4.0,60.0,29.0,42.0,5.0,413.0,25.0,71.0,20.0,5354,42,978,482,751,60,2216,446,109,270
377564,2019,218.0,2.0,64.0,11.0,34.0,10.0,64.0,16.0,13.0,4.0,392.0,3.0,100.0,24.0,63.0,19.0,126.0,26.0,24.0,7.0,301.0,5.0,67.0,31.0,53.0,3.0,409.0,30.0,57.0,20.0,5329,39,1020,474,763,66,2130,438,123,276
377564,2020,251.0,2.0,66.0,20.0,34.0,2.0,98.0,22.0,4.0,3.0,416.0,7.0,94.0,34.0,68.0,16.0,147.0,39.0,6.0,5.0,304.0,6.0,73.0,30.0,58.0,3.0,405.0,33.0,60.0,24.0,5364,42,1068,504,808,72,2069,456,115,230
380377,2010,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,19.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,626,530,19,5,8,1,53,0,10,0
380377,2011,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,30.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,701,624,4,4,8,2,45,7,7,0
380377,2012,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,699,654,1,4,3,1,16,14,6,0
380377,2013,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,53.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,148.0,6.0,1.0,2.0,5.0,62.0,1.0,3.0,0.0,681,637,0,5,2,4,16,15,2,0
380377,2014,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,45.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,75.0,132.0,5.0,1.0,3.0,4.0,60.0,7.0,1.0,0.0,637,549,0,2,15,5,25,34,4,3
380377,2015,20.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,66.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,83.0,137.0,6.0,4.0,3.0,5.0,60.0,9.0,0.0,0.0,641,554,0,3,24,4,17,36,1,2
380377,2016,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,66.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,85.0,141.0,5.0,3.0,6.0,5.0,54.0,8.0,0.0,0.0,579,492,0,4,21,5,14,41,1,1
380377,2017,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,93.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,71.0,142.0,4.0,0.0,9.0,3.0,51.0,4.0,0.0,1.0,544,433,11,0,28,4,19,45,1,3
380377,2018,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,74.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,77.0,140.0,6.0,1.0,3.0,3.0,44.0,12.0,0.0,0.0,535,450,0,2,33,1,13,34,0,2
380377,2019,15.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,71.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,70.0,138.0,7.0,3.0,5.0,3.0,45.0,5.0,0.0,0.0,594,440,2,6,38,3,19,36,50,0
380377,2020,21.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,79.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,72.0,145.0,4.0,4.0,3.0,5.0,42.0,4.0,0.0,0.0,555,434,3,6,41,3,25,37,6,0
234915,2010,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2644,26,146,182,75,21,1549,14,427,204
234915,2013,,,,,,,,,,,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,304.0,1.0,74.0,28.0,21.0,8.0,672.0,9.0,19.0,0.0,2368,25,89,140,133,12,960,8,645,356
234915,2018,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,210.0,5.0,58.0,28.0,22.0,1.0,330.0,0.0,126.0,0.0,2113,20,148,215,147,15,1065,70,163,270
234915,2014,,,,,,,,,,,,,,,,,,,,,289.0,2.0,73.0,29.0,21.0,6.0,617.0,6.0,28.0,0.0,2545,14,88,117,139,10,776,20,968,413
234915,2020,,,,,,,,,,,,,,,,,,,,,188.0,6.0,75.0,36.0,15.0,6.0,328.0,0.0,27.0,0.0,2052,13,155,177,134,11,770,80,549,163
235547,2013,,,,,,,,,,,,,,,,,,,,,128.0,1.0,45.0,10.0,13.0,0.0,326.0,15.0,23.0,0.0,1115,4,125,26,34,0,705,71,64,86
235547,2015,,,,,,,,,,,,,,,,,,,,,136.0,2.0,44.0,13.0,14.0,1.0,336.0,16.0,39.0,0.0,1264,9,73,50,41,68,806,80,66,71
235547,2016,,,,,,,,,,,,,,,,,,,,,145.0,1.0,45.0,13.0,14.0,1.0,327.0,17.0,47.0,0.0,1258,16,108,66,43,38,788,84,68,47
235547,2017,,,,,,,,,,,,,,,,,,,,,140.0,1.0,42.0,15.0,0.0,2.0,316.0,14.0,57.0,8.0,1195,13,147,61,41,18,727,89,75,24
235547,2018,,,,,,,,,,,,,,,,,,,,,107.0,1.0,36.0,14.0,0.0,2.0,277.0,12.0,59.0,0.0,1098,11,135,57,40,9,687,71,78,10
235547,2019,,,,,,,,,,,,,,,,,,,,,96.0,1.0,39.0,15.0,0.0,1.0,230.0,14.0,41.0,0.0,994,8,124,52,31,13,591,97,73,5
235547,2020,,,,,,,,,,,,,,,,,,,,,101.0,1.0,39.0,10.0,0.0,1.0,268.0,12.0,48.0,2.0,904,8,115,54,21,10,528,92,73,3
235547,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,4,84,18,29,3,640,0,127,65
235547,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,4,97,21,29,4,663,57,74,69
235547,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,5,109,25,26,3,662,62,58,78
235547,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,6,118,43,42,0,774,73,65,74
377555,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273,34,776,150,188,18,1790,1,225,91
377555,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759,41,915,191,257,38,1995,0,186,136
377564,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,22,486,281,241,26,1918,0,326,31
377564,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,58,546,312,250,44,2037,0,335,75
