institute_id,year,e_total,e_AmerInd_AlaskNtv,e_Asian,e_AfrAmer,e_Hispanic,e_Hi_PacIsland,e_White,e_2orMore,e_unknown,e_nonresAlien,co_total,co_AmerInd_AlaskNtv,co_Asian,co_AfrAmer,co_Hispanic,co_Hi_PacIsland,co_White,co_2orMore,co_unknown,co_nonresAlien,co_total,co_AmerInd_AlaskNtv,co_Asian,co_AfrAmer,co_Hispanic,co_Hi_PacIsland,co_White,co_2orMore,co_unknown,co_nonresAlien
235103,2011,9798,125,1001,528,713,60,5078,467,943,883,458.0,6.0,48.0,24.0,37.0,7.0,265.0,49.0,21.0,1.0,458.0,6.0,48.0,24.0,37.0,7.0,265.0,49.0,21.0,1.0
235103,2012,9537,98,1029,529,735,52,4815,401,961,917,407.0,2.0,62.0,28.0,38.0,4.0,228.0,28.0,17.0,0.0,407.0,2.0,62.0,28.0,38.0,4.0,228.0,28.0,17.0,0.0
235103,2013,9070,98,997,500,738,42,4444,431,854,966,397.0,4.0,63.0,22.0,39.0,1.0,202.0,35.0,31.0,0.0,397.0,4.0,63.0,22.0,39.0,1.0,202.0,35.0,31.0,0.0
235103,2014,8993,88,1124,494,688,37,4167,441,849,1105,334.0,2.0,53.0,22.0,33.0,3.0,172.0,31.0,16.0,2.0,334.0,2.0,53.0,22.0,33.0,3.0,172.0,31.0,16.0,2.0
235103,2015,8571,61,1140,515,748,45,3855,475,645,1087,361.0,1.0,68.0,28.0,41.0,0.0,160.0,38.0,25.0,0.0,361.0,1.0,68.0,28.0,41.0,0.0,160.0,38.0,25.0,0.0
235103,2016,8348,90,1111,496,648,34,3842,465,529,1133,367.0,2.0,50.0,24.0,50.0,2.0,187.0,30.0,22.0,0.0,367.0,2.0,50.0,24.0,50.0,2.0,187.0,30.0,22.0,0.0
235103,2017,8100,70,1006,545,743,41,3611,446,558,1080,371.0,0.0,46.0,27.0,55.0,6.0,176.0,44.0,15.0,2.0,371.0,0.0,46.0,27.0,55.0,6.0,176.0,44.0,15.0,2.0
235103,2018,8041,55,1007,574,858,41,3486,509,526,985,355.0,0.0,46.0,31.0,54.0,9.0,150.0,47.0,18.0,0.0,355.0,0.0,46.0,31.0,54.0,9.0,150.0,47.0,18.0,0.0
235103,2019,7877,50,1028,614,833,50,3334,500,600,868,311.0,2.0,47.0,22.0,57.0,5.0,127.0,37.0,12.0,2.0,311.0,2.0,47.0,22.0,57.0,5.0,127.0,37.0,12.0,2.0
235103,2020,6545,36,888,505,734,34,2671,505,569,603,338.0,3.0,41.0,22.0,44.0,4.0,154.0,32.0,22.0,16.0,338.0,3.0,41.0,22.0,44.0,4.0,154.0,32.0,22.0,16.0
235167,2010,4833,170,128,219,260,24,3408,170,434,20,612.0,8.0,15.0,19.0,40.0,2.0,428.0,48.0,50.0,2.0,612.0,8.0,15.0,19.0,40.0,2.0,428.0,48.0,50.0,2.0
235167,2011,4794,121,122,217,305,19,3293,252,439,26,537.0,3.0,14.0,22.0,34.0,0.0,379.0,36.0,43.0,6.0,537.0,3.0,14.0,22.0,34.0,0.0,379.0,36.0,43.0,6.0
235167,2012,4509,109,114,215,295,23,3046,278,404,25,521.0,6.0,13.0,19.0,42.0,7.0,356.0,40.0,36.0,2.0,521.0,6.0,13.0,19.0,42.0,7.0,356.0,40.0,36.0,2.0
235167,2013,4398,111,100,225,306,14,2916,313,393,20,497.0,6.0,13.0,15.0,43.0,1.0,332.0,40.0,44.0,3.0,497.0,6.0,13.0,15.0,43.0,1.0,332.0,40.0,44.0,3.0
235167,2014,4219,109,91,227,324,13,2768,314,354,19,527.0,9.0,15.0,24.0,59.0,2.0,339.0,47.0,32.0,0.0,527.0,9.0,15.0,24.0,59.0,2.0,339.0,47.0,32.0,0.0
235167,2015,4190,101,116,205,406,14,2748,337,249,14,577.0,8.0,19.0,19.0,78.0,4.0,385.0,58.0,6.0,0.0,577.0,8.0,19.0,19.0,78.0,4.0,385.0,58.0,6.0,0.0
235167,2016,4089,102,112,198,422,14,2717,317,179,28,559.0,7.0,15.0,29.0,66.0,0.0,371.0,54.0,14.0,3.0,559.0,7.0,15.0,29.0,66.0,0.0,371.0,54.0,14.0,3.0
235167,2017,3907,111,102,193,421,18,2573,302,165,22,509.0,10.0,9.0,15.0,69.0,3.0,339.0,42.0,21.0,1.0,509.0,10.0,9.0,15.0,69.0,3.0,339.0,42.0,21.0,1.0
235167,2018,3327,109,86,171,388,16,2162,228,152,15,302.0,7.0,8.0,10.0,49.0,2.0,189.0,18.0,19.0,0.0,302.0,7.0,8.0,10.0,49.0,2.0,189.0,18.0,19.0,0.0
235167,2019,2854,109,77,145,357,11,1814,185,143,13,254.0,14.0,5.0,4.0,44.0,1.0,153.0,20.0,12.0,1.0,254.0,14.0,5.0,4.0,44.0,1.0,153.0,20.0,12.0,1.0
235167,2020,2281,103,58,121,283,11,1427,145,126,7,221.0,6.0,9.0,14.0,45.0,0.0,121.0,18.0,8.0,0.0,221.0,6.0,9.0,14.0,45.0,0.0,121.0,18.0,8.0,0.0
235237,2010,8482,78,413,1039,817,60,4613,569,727,166,360.0,7.0,19.0,43.0,37.0,3.0,180.0,50.0,20.0,1.0,360.0,7.0,19.0,43.0,37.0,3.0,180.0,50.0,20.0,1.0
235237,2011,7511,65,389,919,752,112,3993,574,535,172,320.0,5.0,14.0,43.0,45.0,6.0,142.0,43.0,22.0,0.0,320.0,5.0,14.0,43.0,45.0,6.0,142.0,43.0,22.0,0.0
235237,2012,6855,71,421,870,758,116,3512,556,338,213,337.0,5.0,18.0,49.0,46.0,3.0,153.0,42.0,21.0,0.0,337.0,5.0,18.0,49.0,46.0,3.0,153.0,42.0,21.0,0.0
235237,2013,6203,54,389,719,680,87,3186,495,347,246,325.0,7.0,21.0,35.0,35.0,4.0,159.0,43.0,20.0,1.0,325.0,7.0,21.0,35.0,35.0,4.0,159.0,43.0,20.0,1.0
235237,2014,5927,44,349,664,683,80,2944,536,392,235,358.0,1.0,21.0,45.0,43.0,9.0,158.0,53.0,28.0,0.0,358.0,1.0,21.0,45.0,43.0,9.0,158.0,53.0,28.0,0.0
235237,2015,5559,43,337,567,622,71,2736,496,414,273,369.0,4.0,25.0,44.0,37.0,5.0,172.0,58.0,24.0,0.0,369.0,4.0,25.0,44.0,37.0,5.0,172.0,58.0,24.0,0.0
235237,2016,6068,49,342,639,759,74,2854,607,470,274,418.0,3.0,26.0,44.0,83.0,5.0,169.0,63.0,25.0,0.0,418.0,3.0,26.0,44.0,83.0,5.0,169.0,63.0,25.0,0.0
235237,2017,6048,48,352,576,813,85,2794,690,436,254,368.0,3.0,20.0,45.0,66.0,9.0,145.0,58.0,21.0,1.0,368.0,3.0,20.0,45.0,66.0,9.0,145.0,58.0,21.0,1.0
235237,2018,6067,37,371,530,908,88,2813,769,358,193,382.0,2.0,22.0,35.0,82.0,4.0,146.0,75.0,16.0,0.0,382.0,2.0,22.0,35.0,82.0,4.0,146.0,75.0,16.0,0.0
235237,2019,6195,43,415,532,1048,83,2787,851,282,154,369.0,4.0,24.0,39.0,68.0,14.0,134.0,74.0,12.0,0.0,369.0,4.0,24.0,39.0,68.0,14.0,134.0,74.0,12.0,0.0
235237,2020,8329,41,646,626,1370,132,4053,947,361,153,878.0,5.0,69.0,50.0,155.0,20.0,427.0,125.0,25.0,2.0,878.0,5.0,69.0,50.0,155.0,20.0,427.0,125.0,25.0,2.0
235316,2010,7738,101,237,183,365,71,5571,240,822,148,1119.0,7.0,35.0,14.0,80.0,9.0,882.0,58.0,25.0,9.0,1119.0,7.0,35.0,14.0,80.0,9.0,882.0,58.0,25.0,9.0
235316,2011,7764,78,233,160,508,52,5416,177,868,272,1129.0,4.0,46.0,8.0,91.0,3.0,835.0,66.0,55.0,21.0,1129.0,4.0,46.0,8.0,91.0,3.0,835.0,66.0,55.0,21.0
235316,2012,7781,74,253,162,561,35,5439,251,729,277,1095.0,4.0,49.0,11.0,109.0,4.0,808.0,69.0,25.0,16.0,1095.0,4.0,49.0,11.0,109.0,4.0,808.0,69.0,25.0,16.0
235316,2013,7605,75,262,125,581,34,5274,324,457,473,1238.0,11.0,60.0,13.0,122.0,2.0,904.0,73.0,30.0,23.0,1238.0,11.0,60.0,13.0,122.0,2.0,904.0,73.0,30.0,23.0
235316,2014,7352,57,289,119,561,27,5131,307,420,441,1048.0,5.0,60.0,13.0,110.0,1.0,764.0,42.0,30.0,23.0,1048.0,5.0,60.0,13.0,110.0,1.0,764.0,42.0,30.0,23.0
235316,2015,7491,58,313,123,629,35,5237,350,451,295,1335.0,9.0,77.0,14.0,151.0,6.0,932.0,91.0,45.0,10.0,1335.0,9.0,77.0,14.0,151.0,6.0,932.0,91.0,45.0,10.0
235316,2016,7567,62,339,127,659,22,5257,372,421,308,1270.0,10.0,60.0,13.0,146.0,6.0,917.0,90.0,15.0,13.0,1270.0,10.0,60.0,13.0,146.0,6.0,917.0,90.0,15.0,13.0
235316,2017,7506,61,322,128,691,25,5274,389,381,235,1257.0,2.0,49.0,17.0,139.0,5.0,930.0,88.0,22.0,5.0,1257.0,2.0,49.0,17.0,139.0,5.0,930.0,88.0,22.0,5.0
235316,2018,7563,57,351,132,716,27,5284,421,368,207,1196.0,4.0,91.0,15.0,133.0,3.0,838.0,76.0,28.0,8.0,1196.0,4.0,91.0,15.0,133.0,3.0,838.0,76.0,28.0,8.0
235316,2019,7537,58,378,131,688,32,5253,449,359,189,1247.0,4.0,85.0,11.0,140.0,3.0,853.0,96.0,35.0,20.0,1247.0,4.0,85.0,11.0,140.0,3.0,853.0,96.0,35.0,20.0
235316,2020,7295,49,371,156,723,21,5036,470,298,171,1050.0,4.0,74.0,13.0,122.0,1.0,714.0,82.0,22.0,18.0,1050.0,4.0,74.0,13.0,122.0,1.0,714.0,82.0,22.0,18.0
235334,2010,2526,96,52,75,115,2,1979,115,91,1,182.0,10.0,1.0,0.0,14.0,1.0,141.0,11.0,4.0,0.0,182.0,10.0,1.0,0.0,14.0,1.0,141.0,11.0,4.0,0.0
235334,2011,2088,94,46,69,152,9,1565,119,34,0,194.0,5.0,1.0,1.0,19.0,2.0,148.0,16.0,2.0,0.0,194.0,5.0,1.0,1.0,19.0,2.0,148.0,16.0,2.0,0.0
235334,2012,1966,60,40,71,159,10,1445,114,63,4,110.0,4.0,2.0,3.0,15.0,1.0,75.0,6.0,2.0,2.0,110.0,4.0,2.0,3.0,15.0,1.0,75.0,6.0,2.0,2.0
235334,2013,1958,41,47,69,167,11,1401,135,86,1,246.0,2.0,3.0,1.0,29.0,1.0,178.0,30.0,2.0,0.0,246.0,2.0,3.0,1.0,29.0,1.0,178.0,30.0,2.0,0.0
235334,2014,2006,66,41,71,199,11,1369,142,106,1,285.0,8.0,2.0,6.0,42.0,1.0,184.0,35.0,7.0,0.0,285.0,8.0,2.0,6.0,42.0,1.0,184.0,35.0,7.0,0.0
235334,2015,1804,74,40,65,202,7,1196,139,80,1,235.0,5.0,3.0,4.0,29.0,1.0,161.0,21.0,11.0,0.0,235.0,5.0,3.0,4.0,29.0,1.0,161.0,21.0,11.0,0.0
235334,2016,1973,73,47,71,230,6,1201,173,171,1,285.0,8.0,4.0,8.0,47.0,2.0,163.0,42.0,11.0,0.0,285.0,8.0,4.0,8.0,47.0,2.0,163.0,42.0,11.0,0.0
235334,2017,1971,55,44,70,242,6,1207,171,173,3,301.0,6.0,4.0,10.0,54.0,0.0,180.0,32.0,14.0,1.0,301.0,6.0,4.0,10.0,54.0,0.0,180.0,32.0,14.0,1.0
235334,2018,1868,53,35,53,247,12,1126,172,163,7,266.0,4.0,4.0,7.0,43.0,3.0,161.0,30.0,10.0,4.0,266.0,4.0,4.0,7.0,43.0,3.0,161.0,30.0,10.0,4.0
235334,2019,1853,53,27,81,267,7,1096,166,150,6,233.0,1.0,3.0,4.0,48.0,3.0,140.0,24.0,10.0,0.0,233.0,1.0,3.0,4.0,48.0,3.0,140.0,24.0,10.0,0.0
235334,2020,1553,27,26,60,224,8,972,166,70,0,143.0,1.0,3.0,4.0,28.0,0.0,80.0,22.0,5.0,0.0,143.0,1.0,3.0,4.0,28.0,0.0,80.0,22.0,5.0,0.0
235343,2010,8361,62,495,434,455,31,5102,410,539,833,694.0,4.0,37.0,48.0,40.0,1.0,474.0,61.0,29.0,0.0,694.0,4.0,37.0,48.0,40.0,1.0,474.0,61.0,29.0,0.0
235343,2011,8309,58,513,405,429,47,4601,417,869,970,625.0,8.0,36.0,40.0,41.0,4.0,432.0,34.0,30.0,0.0,625.0,8.0,36.0,40.0,41.0,4.0,432.0,34.0,30.0,0.0
235343,2012,7709,58,512,338,511,48,4040,489,594,1119,554.0,8.0,33.0,30.0,58.0,8.0,320.0,52.0,45.0,0.0,554.0,8.0,33.0,30.0,58.0,8.0,320.0,52.0,45.0,0.0
235343,2013,7801,44,508,327,572,44,3897,576,644,1189,602.0,4.0,46.0,32.0,60.0,6.0,353.0,67.0,34.0,0.0,602.0,4.0,46.0,32.0,60.0,6.0,353.0,67.0,34.0,0.0
235343,2014,7915,41,556,342,619,57,3664,639,734,1263,594.0,2.0,41.0,43.0,61.0,4.0,327.0,66.0,49.0,1.0,594.0,2.0,41.0,43.0,61.0,4.0,327.0,66.0,49.0,1.0
235343,2015,8153,53,617,330,686,59,3600,696,805,1307,613.0,8.0,58.0,36.0,72.0,4.0,323.0,69.0,43.0,0.0,613.0,8.0,58.0,36.0,72.0,4.0,323.0,69.0,43.0,0.0
235343,2016,8050,45,666,344,719,62,3428,703,669,1414,704.0,2.0,67.0,50.0,89.0,9.0,347.0,83.0,38.0,19.0,704.0,2.0,67.0,50.0,89.0,9.0,347.0,83.0,38.0,19.0
235343,2017,8048,41,751,359,751,58,3333,757,650,1348,643.0,8.0,73.0,35.0,76.0,4.0,314.0,77.0,38.0,18.0,643.0,8.0,73.0,35.0,76.0,4.0,314.0,77.0,38.0,18.0
235343,2018,8471,52,834,448,885,72,3286,868,802,1224,681.0,5.0,82.0,53.0,94.0,7.0,298.0,92.0,50.0,0.0,681.0,5.0,82.0,53.0,94.0,7.0,298.0,92.0,50.0,0.0
235343,2019,8435,53,898,455,1015,62,3271,896,655,1130,650.0,2.0,92.0,57.0,109.0,7.0,256.0,91.0,35.0,1.0,650.0,2.0,92.0,57.0,109.0,7.0,256.0,91.0,35.0,1.0
235343,2020,7493,39,906,435,885,57,2944,855,536,836,618.0,5.0,103.0,39.0,83.0,5.0,259.0,88.0,36.0,0.0,618.0,5.0,103.0,39.0,83.0,5.0,259.0,88.0,36.0,0.0
235422,2010,1254,105,28,12,537,0,483,0,89,0,101.0,19.0,0.0,0.0,67.0,0.0,8.0,0.0,7.0,0.0,101.0,19.0,0.0,0.0,67.0,0.0,8.0,0.0,7.0,0.0
235422,2011,1215,103,17,10,523,0,442,0,120,0,111.0,21.0,0.0,0.0,72.0,0.0,9.0,0.0,9.0,0.0,111.0,21.0,0.0,0.0,72.0,0.0,9.0,0.0,9.0,0.0
235422,2012,1150,90,12,10,537,0,375,17,106,3,81.0,9.0,0.0,1.0,66.0,0.0,4.0,0.0,1.0,0.0,81.0,9.0,0.0,1.0,66.0,0.0,4.0,0.0,1.0,0.0
235422,2013,1128,75,15,9,570,4,362,23,67,3,74.0,5.0,0.0,1.0,52.0,0.0,16.0,0.0,0.0,0.0,74.0,5.0,0.0,1.0,52.0,0.0,16.0,0.0,0.0,0.0
235422,2014,1241,56,20,14,588,1,429,47,78,8,121.0,2.0,0.0,0.0,95.0,0.0,6.0,8.0,2.0,8.0,121.0,2.0,0.0,0.0,95.0,0.0,6.0,8.0,2.0,8.0
235422,2015,1219,70,23,12,584,4,365,50,92,19,102.0,13.0,1.0,0.0,71.0,0.0,7.0,1.0,2.0,7.0,102.0,13.0,1.0,0.0,71.0,0.0,7.0,1.0,2.0,7.0
235422,2016,1124,61,20,10,624,2,323,26,43,15,108.0,7.0,1.0,1.0,85.0,0.0,7.0,1.0,5.0,1.0,108.0,7.0,1.0,1.0,85.0,0.0,7.0,1.0,5.0,1.0
235422,2017,1044,61,22,6,596,0,256,28,61,14,107.0,5.0,0.0,0.0,90.0,0.0,5.0,0.0,7.0,0.0,107.0,5.0,0.0,0.0,90.0,0.0,5.0,0.0,7.0,0.0
235422,2018,980,68,23,7,584,0,211,17,58,12,95.0,4.0,0.0,1.0,74.0,0.0,10.0,2.0,4.0,0.0,95.0,4.0,0.0,1.0,74.0,0.0,10.0,2.0,4.0,0.0
235422,2019,971,85,17,6,559,0,190,18,92,4,90.0,14.0,1.0,0.0,65.0,0.0,6.0,1.0,3.0,0.0,90.0,14.0,1.0,0.0,65.0,0.0,6.0,1.0,3.0,0.0
235422,2020,999,80,27,9,608,0,194,13,65,3,64.0,8.0,1.0,1.0,51.0,0.0,2.0,0.0,1.0,0.0,64.0,8.0,1.0,1.0,51.0,0.0,2.0,0.0,1.0,0.0
235431,2010,6866,55,1015,785,444,48,2829,410,859,421,434.0,1.0,54.0,66.0,37.0,5.0,190.0,39.0,41.0,1.0,434.0,1.0,54.0,66.0,37.0,5.0,190.0,39.0,41.0,1.0
235431,2011,6743,47,979,751,500,76,2788,434,729,439,442.0,3.0,62.0,61.0,45.0,6.0,184.0,45.0,34.0,2.0,442.0,3.0,62.0,61.0,45.0,6.0,184.0,45.0,34.0,2.0
235431,2012,6837,45,991,805,580,79,2545,513,795,484,287.0,1.0,49.0,33.0,30.0,3.0,104.0,46.0,21.0,0.0,287.0,1.0,49.0,33.0,30.0,3.0,104.0,46.0,21.0,0.0
235431,2013,6612,33,992,729,651,81,2374,504,781,467,330.0,5.0,54.0,37.0,49.0,5.0,122.0,32.0,25.0,1.0,330.0,5.0,54.0,37.0,49.0,5.0,122.0,32.0,25.0,1.0
235431,2014,6443,41,990,676,733,84,2180,567,690,482,360.0,4.0,70.0,45.0,48.0,7.0,113.0,41.0,31.0,1.0,360.0,4.0,70.0,45.0,48.0,7.0,113.0,41.0,31.0,1.0
235431,2015,6560,32,1011,685,793,78,2087,641,703,530,428.0,2.0,70.0,50.0,62.0,8.0,144.0,66.0,25.0,1.0,428.0,2.0,70.0,50.0,62.0,8.0,144.0,66.0,25.0,1.0
235431,2016,6750,30,1041,738,871,87,1991,750,669,573,442.0,3.0,78.0,55.0,73.0,10.0,128.0,55.0,33.0,7.0,442.0,3.0,78.0,55.0,73.0,10.0,128.0,55.0,33.0,7.0
235431,2017,6824,31,1060,789,956,84,1826,783,707,588,435.0,2.0,74.0,55.0,86.0,7.0,117.0,50.0,34.0,10.0,435.0,2.0,74.0,55.0,86.0,7.0,117.0,50.0,34.0,10.0
235431,2018,6530,32,1027,809,959,93,1668,812,685,445,361.0,3.0,70.0,36.0,61.0,9.0,93.0,58.0,30.0,1.0,361.0,3.0,70.0,36.0,61.0,9.0,93.0,58.0,30.0,1.0
235431,2019,6310,26,1015,900,929,92,1500,823,664,361,410.0,2.0,73.0,59.0,73.0,5.0,104.0,75.0,17.0,2.0,410.0,2.0,73.0,59.0,73.0,5.0,104.0,75.0,17.0,2.0
235431,2020,5829,22,999,872,917,97,1402,716,561,243,419.0,3.0,88.0,61.0,80.0,10.0,96.0,58.0,22.0,1.0,419.0,3.0,88.0,61.0,80.0,10.0,96.0,58.0,22.0,1.0
235510,2010,755,15,80,127,58,15,411,25,24,0,80.0,4.0,7.0,13.0,6.0,2.0,37.0,8.0,3.0,0.0,80.0,4.0,7.0,13.0,6.0,2.0,37.0,8.0,3.0,0.0
235510,2011,670,14,68,122,45,9,361,23,28,0,46.0,2.0,4.0,5.0,2.0,1.0,27.0,3.0,2.0,0.0,46.0,2.0,4.0,5.0,2.0,1.0,27.0,3.0,2.0,0.0
235510,2012,518,12,54,78,36,5,278,25,30,0,40.0,0.0,2.0,3.0,2.0,0.0,27.0,3.0,3.0,0.0,40.0,0.0,2.0,3.0,2.0,0.0,27.0,3.0,3.0,0.0
235510,2013,444,12,58,76,35,2,213,21,27,0,55.0,3.0,5.0,14.0,6.0,1.0,20.0,4.0,2.0,0.0,55.0,3.0,5.0,14.0,6.0,1.0,20.0,4.0,2.0,0.0
235510,2014,414,6,63,72,37,2,197,17,20,0,48.0,1.0,13.0,5.0,4.0,0.0,20.0,4.0,1.0,0.0,48.0,1.0,13.0,5.0,4.0,0.0,20.0,4.0,1.0,0.0
235510,2015,372,9,52,72,33,1,169,20,16,0,35.0,1.0,6.0,8.0,4.0,0.0,13.0,3.0,0.0,0.0,35.0,1.0,6.0,8.0,4.0,0.0,13.0,3.0,0.0,0.0
235529,2010,494,19,10,15,29,0,406,6,9,0,60.0,3.0,1.0,3.0,3.0,0.0,48.0,1.0,1.0,0.0,60.0,3.0,1.0,3.0,3.0,0.0,48.0,1.0,1.0,0.0
235529,2011,384,12,7,6,19,0,325,8,7,0,31.0,1.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0
235529,2012,317,10,9,3,16,0,261,13,5,0,18.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0
235529,2013,297,7,8,8,10,0,245,14,5,0,49.0,0.0,3.0,1.0,1.0,0.0,42.0,2.0,0.0,0.0,49.0,0.0,3.0,1.0,1.0,0.0,42.0,2.0,0.0,0.0
235529,2014,295,9,8,12,11,0,236,13,6,0,34.0,2.0,1.0,2.0,3.0,0.0,25.0,1.0,0.0,0.0,34.0,2.0,1.0,2.0,3.0,0.0,25.0,1.0,0.0,0.0
235529,2015,248,6,6,10,11,0,201,11,3,0,45.0,2.0,1.0,1.0,4.0,0.0,35.0,2.0,0.0,0.0,45.0,2.0,1.0,1.0,4.0,0.0,35.0,2.0,0.0,0.0
235547,2010,970,4,84,18,29,3,640,0,127,65,,,,,,,,,,,,,,,,,,,,
235547,2011,1018,4,97,21,29,4,663,57,74,69,,,,,,,,,,,,,,,,,,,,
235547,2012,1028,5,109,25,26,3,662,62,58,78,,,,,,,,,,,,,,,,,,,,
235547,2013,1115,4,125,26,34,0,705,71,64,86,,,,,,,,,,,,,,,,,,,,
235547,2014,1195,6,118,43,42,0,774,73,65,74,,,,,,,,,,,,,,,,,,,,
235547,2015,1264,9,73,50,41,68,806,80,66,71,,,,,,,,,,,,,,,,,,,,
235547,2016,1258,16,108,66,43,38,788,84,68,47,,,,,,,,,,,,,,,,,,,,
235547,2017,1195,13,147,61,41,18,727,89,75,24,,,,,,,,,,,,,,,,,,,,
235547,2018,1098,11,135,57,40,9,687,71,78,10,,,,,,,,,,,,,,,,,,,,
235547,2019,994,8,124,52,31,13,591,97,73,5,,,,,,,,,,,,,,,,,,,,
235547,2020,904,8,115,54,21,10,528,92,73,3,,,,,,,,,,,,,,,,,,,,
235699,2010,4809,32,441,123,248,17,2957,105,794,92,170.0,1.0,9.0,6.0,12.0,1.0,113.0,6.0,19.0,3.0,170.0,1.0,9.0,6.0,12.0,1.0,113.0,6.0,19.0,3.0
235699,2011,4151,32,382,106,224,12,2737,132,435,91,148.0,1.0,7.0,6.0,16.0,1.0,99.0,5.0,12.0,1.0,148.0,1.0,7.0,6.0,16.0,1.0,99.0,5.0,12.0,1.0
235699,2012,3782,22,368,95,234,9,2501,148,340,65,139.0,1.0,5.0,2.0,18.0,0.0,98.0,9.0,5.0,1.0,139.0,1.0,5.0,2.0,18.0,0.0,98.0,9.0,5.0,1.0
235699,2013,3819,13,354,104,253,5,2454,158,414,64,164.0,1.0,11.0,3.0,11.0,1.0,112.0,12.0,13.0,0.0,164.0,1.0,11.0,3.0,11.0,1.0,112.0,12.0,13.0,0.0
235699,2014,3660,15,324,111,271,12,2211,166,485,65,152.0,0.0,5.0,3.0,18.0,1.0,107.0,5.0,12.0,1.0,152.0,0.0,5.0,3.0,18.0,1.0,107.0,5.0,12.0,1.0
235699,2015,3531,16,331,97,247,11,2167,156,433,73,126.0,1.0,9.0,3.0,11.0,2.0,87.0,2.0,11.0,0.0,126.0,1.0,9.0,3.0,11.0,2.0,87.0,2.0,11.0,0.0
235699,2016,3652,20,358,105,257,12,2173,162,480,85,151.0,0.0,11.0,6.0,20.0,0.0,91.0,6.0,15.0,2.0,151.0,0.0,11.0,6.0,20.0,0.0,91.0,6.0,15.0,2.0
235699,2017,3697,18,389,89,314,11,2030,180,580,86,133.0,0.0,10.0,2.0,24.0,0.0,73.0,10.0,13.0,1.0,133.0,0.0,10.0,2.0,24.0,0.0,73.0,10.0,13.0,1.0
235699,2018,3670,15,401,86,308,10,1885,224,627,114,154.0,0.0,16.0,5.0,22.0,1.0,81.0,13.0,14.0,2.0,154.0,0.0,16.0,5.0,22.0,1.0,81.0,13.0,14.0,2.0
235699,2019,3620,14,394,90,322,11,1795,211,660,123,160.0,0.0,12.0,5.0,17.0,2.0,88.0,12.0,17.0,7.0,160.0,0.0,12.0,5.0,17.0,2.0,88.0,12.0,17.0,7.0
235699,2020,3319,16,354,93,357,14,1542,226,622,95,163.0,1.0,9.0,4.0,27.0,0.0,89.0,17.0,14.0,2.0,163.0,1.0,9.0,4.0,27.0,0.0,89.0,17.0,14.0,2.0
235750,2010,4252,76,71,75,274,4,3281,106,364,1,327.0,10.0,7.0,12.0,17.0,0.0,270.0,5.0,6.0,0.0,327.0,10.0,7.0,12.0,17.0,0.0,270.0,5.0,6.0,0.0
235750,2011,3642,67,56,55,215,5,2824,115,303,2,235.0,6.0,2.0,4.0,25.0,0.0,180.0,13.0,5.0,0.0,235.0,6.0,2.0,4.0,25.0,0.0,180.0,13.0,5.0,0.0
235750,2012,3199,41,51,46,206,7,2509,118,217,4,154.0,5.0,4.0,3.0,12.0,0.0,122.0,6.0,2.0,0.0,154.0,5.0,4.0,3.0,12.0,0.0,122.0,6.0,2.0,0.0
235750,2013,3152,47,55,35,220,8,2456,111,218,2,239.0,2.0,5.0,2.0,27.0,0.0,189.0,5.0,9.0,0.0,239.0,2.0,5.0,2.0,27.0,0.0,189.0,5.0,9.0,0.0
235750,2014,3208,33,49,30,244,3,2467,141,235,6,255.0,4.0,3.0,2.0,25.0,0.0,189.0,14.0,18.0,0.0,255.0,4.0,3.0,2.0,25.0,0.0,189.0,14.0,18.0,0.0
235750,2015,2969,34,62,39,259,4,2187,166,203,15,210.0,2.0,3.0,4.0,30.0,1.0,136.0,24.0,10.0,0.0,210.0,2.0,3.0,4.0,30.0,1.0,136.0,24.0,10.0,0.0
235750,2016,2787,39,56,23,254,3,2079,141,173,19,205.0,5.0,7.0,3.0,24.0,0.0,145.0,15.0,6.0,0.0,205.0,5.0,7.0,3.0,24.0,0.0,145.0,15.0,6.0,0.0
235750,2017,2935,39,72,38,291,6,2144,172,155,18,228.0,6.0,5.0,5.0,27.0,0.0,154.0,18.0,12.0,1.0,228.0,6.0,5.0,5.0,27.0,0.0,154.0,18.0,12.0,1.0
235750,2018,2819,38,60,38,321,8,1994,184,150,26,201.0,2.0,1.0,3.0,19.0,0.0,151.0,20.0,4.0,1.0,201.0,2.0,1.0,3.0,19.0,0.0,151.0,20.0,4.0,1.0
235750,2019,2703,32,68,33,273,7,1963,178,121,28,230.0,4.0,7.0,2.0,23.0,0.0,167.0,17.0,10.0,0.0,230.0,4.0,7.0,2.0,23.0,0.0,167.0,17.0,10.0,0.0
235750,2020,2325,18,63,41,241,8,1733,130,71,20,259.0,3.0,6.0,4.0,25.0,0.0,188.0,23.0,7.0,3.0,259.0,3.0,6.0,4.0,25.0,0.0,188.0,23.0,7.0,3.0
235769,2010,159,3,8,5,19,1,115,0,0,8,27.0,0.0,1.0,1.0,4.0,1.0,17.0,0.0,0.0,3.0,27.0,0.0,1.0,1.0,4.0,1.0,17.0,0.0,0.0,3.0
