institute_id,year,e_total,e_AmerInd_AlaskNtv,e_Asian,e_AfrAmer,e_Hispanic,e_Hi_PacIsland,e_White,e_2orMore,e_unknown,e_nonresAlien,c_total,c_AmerInd_AlaskNtv,c_Asian,c_AfrAmer,c_Hispanic,c_Hi_PacIsland,c_White,c_2orMore,c_unknown,c_nonresAlien
432223,2014,662.0,4.0,27.0,98.0,45.0,32.0,228.0,43.0,173.0,12.0,212,3,12,24,11,6,98,5,50,3
432223,2015,390.0,5.0,15.0,56.0,23.0,16.0,116.0,26.0,126.0,7.0,179,0,9,31,11,8,68,6,43,3
432223,2016,242.0,0.0,3.0,21.0,12.0,7.0,32.0,5.0,160.0,2.0,146,2,8,27,8,3,50,6,41,1
432223,2017,162.0,4.0,5.0,21.0,14.0,7.0,39.0,7.0,63.0,2.0,78,0,4,13,10,5,27,7,12,0
432223,2018,73.0,2.0,1.0,7.0,6.0,3.0,14.0,6.0,33.0,1.0,57,1,4,11,8,1,19,1,11,1
432223,2019,23.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,10.0,0.0,37,1,0,3,2,3,6,6,16,0
432223,2020,11.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,21,0,1,4,2,0,10,0,4,0
439057,2014,278.0,3.0,16.0,56.0,19.0,7.0,171.0,0.0,6.0,0.0,126,2,9,16,11,1,83,0,4,0
439057,2015,152.0,2.0,6.0,25.0,16.0,7.0,95.0,0.0,0.0,1.0,97,1,3,13,5,1,71,0,3,0
439057,2016,59.0,2.0,2.0,13.0,5.0,0.0,37.0,0.0,0.0,0.0,59,0,1,9,5,1,41,0,1,1
439057,2017,22.0,0.0,0.0,1.0,3.0,0.0,18.0,0.0,0.0,0.0,42,1,1,8,4,0,28,0,0,0
439190,2014,2759.0,12.0,217.0,50.0,254.0,6.0,1520.0,246.0,268.0,186.0,422,1,37,7,25,1,248,32,38,33
439190,2015,3497.0,14.0,327.0,51.0,282.0,13.0,1950.0,288.0,313.0,259.0,499,2,40,3,45,0,301,34,42,32
439190,2016,3434.0,11.0,339.0,83.0,290.0,16.0,1826.0,320.0,281.0,268.0,513,2,35,9,35,3,276,31,58,64
439190,2017,3425.0,14.0,347.0,88.0,335.0,16.0,1696.0,339.0,330.0,260.0,532,2,39,5,34,2,283,34,51,82
439190,2018,3396.0,11.0,404.0,96.0,341.0,4.0,1617.0,364.0,327.0,232.0,608,2,52,5,52,1,307,52,45,92
439190,2019,3387.0,16.0,465.0,102.0,351.0,5.0,1576.0,368.0,295.0,209.0,657,2,49,13,69,0,303,76,62,83
439190,2020,2597.0,7.0,345.0,72.0,297.0,10.0,1318.0,223.0,185.0,140.0,532,1,56,5,54,2,244,44,46,80
439914,2014,42.0,0.0,12.0,1.0,2.0,0.0,26.0,1.0,0.0,0.0,10,0,0,0,0,0,10,0,0,0
439914,2015,37.0,0.0,8.0,1.0,1.0,0.0,23.0,4.0,0.0,0.0,18,0,3,0,1,0,14,0,0,0
439914,2016,22.0,0.0,5.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,12,0,4,0,1,0,5,2,0,0
439914,2017,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,17,0,4,1,0,0,11,1,0,0
439914,2018,29.0,0.0,5.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,11,0,2,0,0,0,9,0,0,0
439914,2019,34.0,0.0,2.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,13,0,3,0,0,0,7,3,0,0
439914,2020,31.0,0.0,4.0,0.0,1.0,0.0,22.0,3.0,1.0,0.0,12,0,1,0,0,0,1,0,10,0
441131,2014,297.0,1.0,8.0,5.0,6.0,0.0,244.0,19.0,14.0,0.0,68,1,1,2,2,0,61,1,0,0
441131,2015,302.0,4.0,12.0,7.0,4.0,0.0,241.0,20.0,14.0,0.0,78,0,2,0,1,0,68,5,2,0
441131,2016,300.0,5.0,19.0,4.0,7.0,0.0,240.0,15.0,10.0,0.0,74,0,1,2,2,0,58,6,5,0
441131,2017,275.0,3.0,18.0,8.0,10.0,0.0,223.0,10.0,3.0,0.0,85,2,2,1,0,0,69,6,5,0
441131,2018,242.0,0.0,18.0,6.0,9.0,0.0,200.0,7.0,1.0,1.0,76,2,5,2,1,0,62,3,1,0
441131,2019,258.0,0.0,15.0,9.0,11.0,0.0,209.0,5.0,9.0,0.0,57,0,6,0,1,0,46,3,1,0
441131,2020,266.0,2.0,11.0,6.0,13.0,1.0,209.0,8.0,13.0,3.0,71,0,5,4,5,0,57,0,0,0
443049,2014,320.0,1.0,30.0,123.0,15.0,0.0,80.0,10.0,26.0,35.0,88,0,7,27,6,0,27,2,12,7
443049,2015,370.0,1.0,61.0,126.0,16.0,2.0,101.0,9.0,22.0,32.0,86,1,5,37,5,0,18,1,9,10
443049,2016,588.0,3.0,121.0,215.0,20.0,3.0,141.0,17.0,36.0,32.0,69,1,11,23,2,0,22,0,3,7
443049,2017,288.0,2.0,41.0,103.0,17.0,1.0,83.0,7.0,23.0,11.0,72,0,17,21,5,1,20,0,5,3
443049,2018,196.0,0.0,26.0,63.0,10.0,1.0,62.0,6.0,9.0,19.0,69,1,10,30,0,0,19,4,4,1
443049,2019,230.0,0.0,21.0,84.0,5.0,2.0,73.0,7.0,14.0,24.0,80,0,16,32,4,0,23,1,1,3
443049,2020,318.0,1.0,66.0,83.0,14.0,1.0,117.0,8.0,9.0,19.0,139,0,28,46,2,2,43,3,7,8
443410,2014,1018.0,0.0,53.0,6.0,51.0,4.0,404.0,60.0,272.0,168.0,149,0,3,2,7,1,80,3,29,24
443410,2015,1076.0,2.0,48.0,8.0,55.0,2.0,415.0,43.0,335.0,168.0,123,0,7,2,4,0,53,2,30,25
443410,2016,1062.0,4.0,54.0,12.0,57.0,3.0,398.0,43.0,366.0,125.0,187,0,9,0,10,1,85,7,36,39
443410,2017,1102.0,3.0,68.0,15.0,64.0,2.0,484.0,55.0,283.0,128.0,193,0,9,0,8,1,76,13,46,40
443410,2018,970.0,3.0,74.0,11.0,68.0,3.0,549.0,62.0,6.0,194.0,186,0,8,1,10,0,60,10,49,48
443410,2019,1174.0,3.0,92.0,17.0,81.0,3.0,590.0,73.0,141.0,174.0,214,0,9,0,11,0,76,11,73,34
443410,2020,1120.0,2.0,101.0,17.0,88.0,2.0,607.0,84.0,75.0,144.0,226,3,19,0,8,0,69,4,71,52
446808,2014,299.0,4.0,22.0,21.0,7.0,6.0,90.0,7.0,142.0,0.0,73,0,4,4,2,1,14,1,47,0
446808,2015,177.0,1.0,15.0,21.0,3.0,4.0,56.0,4.0,73.0,0.0,87,2,3,7,8,0,27,2,38,0
446808,2016,86.0,0.0,10.0,10.0,1.0,3.0,23.0,3.0,36.0,0.0,69,2,4,6,3,0,32,0,22,0
446808,2017,12.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,6.0,0.0,76,0,9,12,2,2,23,1,27,0
455406,2014,431.0,2.0,61.0,1.0,25.0,0.0,299.0,25.0,11.0,7.0,70,0,7,0,2,0,57,3,0,1
455406,2015,495.0,2.0,72.0,3.0,33.0,1.0,343.0,24.0,10.0,7.0,72,0,5,0,3,0,55,5,3,1
455406,2016,568.0,2.0,79.0,3.0,40.0,1.0,391.0,31.0,13.0,8.0,71,0,13,1,5,0,47,3,1,1
455406,2017,573.0,2.0,68.0,7.0,39.0,1.0,396.0,35.0,16.0,9.0,133,0,29,0,9,0,87,5,1,2
455406,2018,570.0,0.0,69.0,6.0,47.0,2.0,388.0,33.0,15.0,10.0,137,2,15,0,7,0,99,9,4,1
455406,2019,576.0,1.0,95.0,6.0,53.0,2.0,360.0,34.0,18.0,7.0,136,0,14,2,7,1,101,6,3,2
455406,2020,573.0,1.0,101.0,8.0,55.0,2.0,348.0,33.0,17.0,8.0,141,0,17,0,13,0,94,11,5,1
458159,2014,108.0,0.0,7.0,3.0,4.0,0.0,92.0,0.0,1.0,1.0,67,0,3,0,3,1,59,0,0,1
458159,2015,87.0,0.0,5.0,3.0,5.0,0.0,69.0,1.0,0.0,4.0,65,0,2,1,4,0,57,0,1,0
458159,2016,45.0,0.0,3.0,2.0,1.0,0.0,36.0,0.0,1.0,2.0,61,0,2,2,2,0,54,0,0,1
458159,2017,30.0,1.0,2.0,1.0,1.0,0.0,21.0,2.0,1.0,1.0,15,0,2,0,1,0,11,0,0,1
460941,2014,51.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,5.0,4.0,7,0,1,1,0,0,5,0,0,0
460941,2015,52.0,0.0,0.0,0.0,1.0,0.0,44.0,3.0,2.0,2.0,8,0,1,0,0,0,7,0,0,0
475200,2014,328.0,11.0,3.0,5.0,23.0,2.0,275.0,5.0,4.0,0.0,84,6,1,1,4,0,70,2,0,0
475200,2015,338.0,9.0,4.0,3.0,22.0,1.0,287.0,6.0,5.0,1.0,73,6,0,1,3,1,61,1,0,0
475200,2016,331.0,5.0,3.0,9.0,22.0,0.0,277.0,8.0,6.0,1.0,102,3,0,0,4,1,91,2,1,0
475200,2017,313.0,8.0,2.0,9.0,21.0,2.0,256.0,4.0,11.0,0.0,81,1,2,2,5,0,69,2,0,0
475200,2018,294.0,3.0,4.0,9.0,21.0,2.0,238.0,8.0,9.0,0.0,77,1,0,1,2,0,72,1,0,0
475200,2019,275.0,6.0,7.0,10.0,26.0,2.0,211.0,9.0,4.0,0.0,90,1,0,4,7,0,70,4,4,0
475200,2020,262.0,8.0,3.0,13.0,21.0,1.0,205.0,11.0,0.0,0.0,87,1,1,1,12,0,67,1,4,0
482662,2014,564.0,4.0,60.0,70.0,35.0,11.0,307.0,16.0,41.0,20.0,184,1,16,21,16,4,113,4,3,6
482662,2015,12.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,156,1,19,19,9,3,88,6,6,5
484303,2014,74.0,0.0,15.0,2.0,1.0,0.0,56.0,0.0,0.0,0.0,7,0,1,0,0,0,6,0,0,0
484303,2015,30.0,2.0,3.0,0.0,2.0,0.0,22.0,1.0,0.0,0.0,21,4,1,0,0,1,13,2,0,0
484303,2016,30.0,0.0,7.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0,19,0,5,1,0,0,13,0,0,0
484303,2017,41.0,1.0,9.0,0.0,2.0,1.0,24.0,1.0,0.0,3.0,17,0,3,0,1,1,12,0,0,0
487603,2015,813.0,11.0,35.0,52.0,62.0,13.0,392.0,31.0,204.0,13.0,107,1,6,3,13,1,75,2,6,0
487603,2016,966.0,9.0,51.0,63.0,76.0,12.0,404.0,36.0,315.0,0.0,128,3,12,12,11,0,80,2,8,0
487603,2017,1116.0,9.0,48.0,60.0,77.0,9.0,542.0,41.0,329.0,1.0,175,1,11,10,15,3,116,10,9,0
487603,2018,1155.0,5.0,66.0,54.0,90.0,13.0,549.0,48.0,328.0,2.0,193,1,14,12,21,3,121,11,9,1
487603,2019,1130.0,8.0,45.0,48.0,78.0,17.0,478.0,50.0,405.0,1.0,201,2,10,17,21,3,140,5,3,0
487603,2020,1215.0,10.0,31.0,42.0,64.0,9.0,395.0,43.0,619.0,2.0,238,1,12,15,17,5,166,18,4,0
488448,2016,71.0,0.0,4.0,3.0,7.0,0.0,57.0,0.0,0.0,0.0,38,0,2,4,1,0,31,0,0,0
488448,2017,113.0,1.0,4.0,8.0,8.0,2.0,83.0,3.0,0.0,4.0,36,0,4,1,4,0,26,0,0,1
488448,2018,100.0,2.0,6.0,14.0,3.0,1.0,67.0,2.0,0.0,5.0,50,0,2,3,5,0,38,0,0,2
488448,2019,106.0,3.0,7.0,14.0,11.0,1.0,63.0,4.0,0.0,3.0,47,1,3,2,2,1,30,5,0,3
488448,2020,96.0,5.0,7.0,9.0,8.0,0.0,62.0,5.0,0.0,0.0,55,0,3,4,6,1,36,1,0,4
234492,2018,,,,,,,,,,,191,4,15,9,19,1,87,1,25,30
439057,2018,,,,,,,,,,,19,1,2,1,0,0,15,0,0,0
484303,2018,,,,,,,,,,,13,0,3,0,0,1,8,0,0,1
